customer_id,analysis_id,status,job_role,experience_level.level,experience_level.years,overview,strengths,gaps,recommendations,keywords,formatting_issues,regional_insights,created_at,file_name
36,1760688867445,craft,Marketing Specialist,Entry level,0,"Fourth-year marketing student specializing in brand management at UEF University, with hands-on academic projects in electric car design and event planning. Proficient in Canva, Word, and Excel; bilingual in Vietnamese and English; eager to apply creative and organizational skills in entry-level marketing roles.",Creative project design | Bilingual communication | Proactive learner,No professional internships listed | Missing quantified project outcomes | Lacks marketing software keywords | No LinkedIn or portfolio link | Section headings inconsistent,"Add any internships or volunteer marketing roles | Quantify project results (e.g., attendee numbers) | Include marketing tools like Google Analytics | Provide a LinkedIn profile link | Standardize section headings and bullets",Brand management | Marketing | Project design | Event management | Canva | Word | Excel,Profile font size varies | Experience section lacks bullets | Education italics inconsistent | Missing dates in experience items | Contact icons misaligned,"Australian recruiters expect A4 format with clear dates | Include visa/work rights statement if not permanent resident | Highlight familiarity with local tools (e.g., Salesforce, Canva Pro) | Typical entry-level marketing salary: AUD 50–60K | Use local spelling (e.g., organise vs. organize)",2025-10-17T08:14:48,sv truongquochuy CV.pdf
37,1760688872683,craft,Marketing Specialist,Entry level,2,"Final-year Marketing student with over 2 years of experience as a fashion sales associate. Skilled in customer service, persuasive selling, and operational coordination, with a track record of exceeding sales KPIs and training new staff. Seeking to leverage marketing expertise to drive revenue growth and customer engagement.",Achievement: 80% KPIs met 2 consecutive months | Persuasive sales skills | Effective planning skills,"No CRM software or sales tools mentioned | Missing LinkedIn profile URL | No certifications or training detailed | No use of marketing keywords (SEO, CRM) | No language proficiencies","Add specific sales/CRM tools (e.g., Salesforce) to skills | Quantify additional achievements (e.g., revenue growth %) | Include LinkedIn profile and relevant digital marketing projects | Standardize date formats and bullet formatting | List any relevant certifications or training courses",Customer Relationship Management (CRM) | KPI Analysis | Inventory Management | Promotional Programs | Sales Strategy,Inconsistent bullet indentation in Skills | Line break mid bullet in Skills section | Inconsistent date formats for work history | Strengths bullets mix phrases and sentences | Achievements header alignment inconsistent,"Use Australian English spelling (e.g., analyse) | Indicate visa or work-rights status if non-citizen | Entry-level retail assistants in Australia earn ~AUD 50k–55k | Highlight availability for weekend/shift work common in retail | Mention any RSA or relevant hospitality licenses if applicable",2025-10-17T08:15:12,Há» sÆ¡ xin viá»c Äinh Ngá»c Báº£o TrÃ¢m.pdf.pdf
36,1760688898157,craft,Marketing Specialist,Entry level,0,"4th year marketing student. Likes creativity and sociable, tries hard to learn at work.",Creativity | Sociability | Quick learner,No internship experience | No quantified achievements | No professional summary section | Missing LinkedIn profile | Lacks marketing keywords,"Add an internship or volunteer marketing role | Quantify project results (e.g., engagement metrics) | Use bullet points consistently in all sections | Include LinkedIn URL and professional summary | Incorporate relevant marketing keywords (SEO, analytics)",marketing strategy | brand management | event coordination | social media | project management,No bullet points under Experience | Inconsistent comma spacing in Education | Missing section heading for Summary | Left-aligned and centered text mix | Experience entries lack dates,"Mention visa or work rights if applicable | Use Australian English spelling (e.g., colour) | Include local marketing tools (e.g., Google Analytics) | Research typical salary range for entry-level marketing ($50K–$65K AUD) | Highlight familiarity with local social platforms (Facebook, TikTok)",2025-10-17T08:15:18,sv truongquochuy CV.pdf
38,1760688898082,completed,Marketing Specialist,Entry level,0,"Marketing student majoring in Brand Management at UEF, with leadership roles in HR and event organizing committees. Seeking a Marketing Internship to apply communication and event coordination skills.",Strong communication and presentation | Event coordination for 200+ participants | Teamwork and member management,No formal marketing internship experience | Lacks digital marketing tool proficiency | Missing LinkedIn profile link | No measurable marketing outcomes | Typos in skills section,Include a formal marketing internship or volunteer role | Add digital marketing tools like Google Analytics or social media platforms | Quantify achievements with metrics and outcomes | Incorporate a LinkedIn profile link at the top | Proofread and fix typos for clarity,Marketing | Brand Management | Event Coordination | Communication | Teamwork | MS Office,Inconsistent bullet formatting in Skills section | Typographical errors in Skills text | Inconsistent spacing in activity dates | Lack of clear section separators | Missing LinkedIn or portfolio link,"Clarify Australian work rights or visa status for employers | Emphasize familiarity with local marketing platforms (e.g., Xero, Canva) | Adjust CV spelling to Australian English (e.g., 'organised') | Include academic grading scale (GPA) if relevant | Marketing intern salaries in Australia range AUD 45k–55k per annum",2025-10-17T08:15:33,CV-TIENG ANH- DUONG THI MY TAM.pdf
39,1760688894921,completed,Content Creator (Marketing),Entry level,0,"Content Marketing student with hands-on experience in planning communication, creating promotional content, fanpage management, and brand campaigns. Demonstrated achievements include high student retention rates and significant enrollment growth. Seeking to leverage strategic and creative skills to drive effective content marketing initiatives.",Achieved 90% student return rate | Boosted enrollment by 40% | Created engaging TikTok video content,Missing digital marketing tool keywords | No LinkedIn profile link | Inconsistent date format | Lacks SEO/Analytics skills | No software proficiency details,"Include digital marketing tools (e.g. SEO, Google Analytics) | Add LinkedIn profile link | Standardize date formats across CV | List relevant software proficiencies (e.g. Adobe Suite) | Emphasize quantified outcomes in bullet points",content creation | brand management | promotional content | fanpage management | TikTok scripting | campaign planning | student retention | enrollment growth,Inconsistent date formatting across roles | Misaligned dash style (– vs -) | Quotation marks around tagline inconsistent | Spacing irregular in education section | Bullets indentation varies,Signal Australian work rights or visa status | Include Adobe Creative Suite familiarity for AU market | Use local date formats (DD/MM/YYYY) | Highlight certifications recognised in Australia (e.g. Google Analytics) | Tailor content to Australian branding and tone preferences,2025-10-17T08:15:34,CV Tráº§n VÅ© HoÃ i Anh.pdf
40,1760688908663,craft,Content Creator (Marketing),Entry level,0,"Senior Branding Marketing student at University of Economics and Finance, Ho Chi Minh City, passionate about innovation, creative content, and community engagement, with strong responsibility and eagerness to learn.",Event planning & execution expertise | Visual design and content creation | Community engagement impact,"Missing LinkedIn profile URL | No industry-specific keywords (SEO, social media) | Contact address formatting unclear | No professional summary bullet points | Skills lack proficiency levels","Add LinkedIn profile link in contact section | Include measurable marketing metrics (e.g., engagement rates) | Expand experience with internships or freelance projects | Detail proficiency levels for technical skills | Use consistent date format (MM/YYYY)",branding marketing | event planning | content creation | visual design | community engagement | digital marketing | social media | campaign strategy,Inconsistent bullet spacing | Section headers inconsistent capitalization | Experience dates format inconsistent | Skills lack proficiency indicators | Contact icons may confuse ATS,"Use Australian English spelling (e.g., organise) | Clarify visa/work rights status for Australia | Graduate marketing salaries in AU: ~AUD 50k-60k | Highlight local platform expertise (Facebook, TikTok) | Showcase consumer insights relevant to AU market",2025-10-17T08:15:40,"CV - LÆ°u Gia HÃ¢n,.pdf"
41,1760688924773,craft,Marketing Specialist,Entry level,0,"Sophomore Business and Marketing major with strong time management, teamwork, and organizational skills developed through academic projects and extracurricular leadership. Highly motivated to pursue a career in communication, business, and advertising, eager to learn and contribute creativity and energy.",Strong time management | Teamwork & communication | Creative marketing mindset,Lack of quantifiable achievements | Missing industry-standard tools | No detailed project descriptions | Inconsistent date formats | Unclear section headings,Quantify achievements with metrics | Detail marketing tools and platforms used | Expand on Unilever project contributions | Standardize date and section formatting | Include a professional summary with keywords,marketing | advertising | communication | project management | teamwork | creativity | Unilever | leadership,Inconsistent dash types | Profile heading not distinct | Mixed date formats | Lack of bullet consistency | No section spacing,"Use Australian English spelling and terminology | Highlight work rights or visa status for Australia | Include digital marketing tools popular in Australia (e.g., Google Analytics) | Expect entry-level Marketing Specialist salaries ~60–80 k AUD | Emphasize local APAC market understanding",2025-10-17T08:15:56,CVs.docx
42,1760688938599,craft,Content Creator (Marketing),Entry level,1,"Marketing student passionate about brand building and integrated marketing communications. Seeking practical experience in content creation, market analysis, and campaign execution to develop into a professional Marketing Specialist and valuable asset to the company.","Prolific content creation (~1,000 posts) | Efficient video co-production (~200 videos) | Developed structured social platform system","Include engagement/reach metrics | Detail marketing tools (e.g., Meta Ads) | Specify formal internship status | List relevant coursework keywords | Add LinkedIn profile","Quantify engagement metrics (likes, reach) under achievements | Include specific marketing tools/platforms used | Add LinkedIn profile and professional photo | Tailor content to Australian terminology/spelling | Ensure consistent bullet styles and spacing",content marketing | brand management | integrated marketing communications | social media | campaign execution | content creation | video editing | AI tools | teamwork | time management,Inconsistent bullet punctuation | Mixed parentheses usage | No LinkedIn URL format | Variations in date alignment | Missing periods on some bullets,"Use “resume” term for Australia | Highlight Australian work rights or visa status | Emphasize LinkedIn and local referrals | Adopt Australian English spelling (e.g., optimise) | Note familiarity with local platforms (Facebook, Instagram)",2025-10-17T08:16:14,LE%20VO%20THAO%20VY.pdf
43,1760688951069,craft,Marketing Specialist,Entry level,3,"I’m passionate about storytelling, branding, and consumer insights. I enjoy transforming ideas into impactful marketing campaigns that create real connections with audiences.",Creative Campaign Development | Strong Team Collaboration | Data-Driven Engagement,No digital marketing tool proficiencies | No quantifiable performance metrics | Missing LinkedIn or online portfolio | Inconsistent date formatting | No certifications listed,"Quantify impact with metrics (e.g., % growth, audience size) | List digital marketing tools (e.g., Google Analytics, Meta Ads) | Add LinkedIn or online portfolio link | Standardize date format throughout | Include relevant marketing certifications or courses",Branding | Storytelling | Consumer Insights | Social Media Marketing | Campaign Development,Inconsistent date formatting | No LinkedIn/profile link | Section ordering unclear | No bullet indentation consistency | Lacking certifications section,"Highlight Australian spelling (e.g., ‘optimise’) for local ATS | Signal work rights or visa status if non-citizen | Include tools popular in Australia (e.g., Canva, HubSpot) | Refer to local marketing associations (e.g., DMA Australia) | Tailor salary expectations to AU$50–60k for entry-level marketing roles",2025-10-17T08:16:33,KHÃNH NHI CHUáº¨N CV.pdf
44,1760688965820,craft,Marketing Specialist,Entry level,0,"Energetic Marketing student with hands-on event organization experience at UEF, strong communication, teamwork, and multimedia content skills, seeking to leverage brand management knowledge in a Marketing Specialist role.",Led event operations teams | Strong multimedia and editing skills | Proven communication & teamwork,Missing professional location | No LinkedIn profile | Date format inconsistent | Lacks quantifiable achievements | Objective too generic,"Add a LinkedIn profile URL and candidate location | Tailor objectives with specific company and role metrics | Use consistent date format (MM/YYYY) throughout | Quantify achievements with metrics (e.g., number of attendees) | Reformat skills into two-column core competencies section",Brand strategy | Event coordination | Project management | Communication | Budget allocation | ROI analysis,Inconsistent date formats | Hyphens vs dashes inconsistent | No clear professional summary section | Skills bullets uneven spacing | Headings hierarchy unclear,"Include full Australian address format (City, State) | Highlight right to work or visa status for Australia | Use Australian spelling (e.g., organise vs organize) | Typical Australian CVs omit photos and personal details | Salary expectations often stated as AUD annual range",2025-10-17T08:16:45, CV and Cover letter - Nguyá»n Thiá»n NhÃ¢n.pdf.pdf
45,1760688976521,completed,Marketing Specialist,Entry level,1,"With a strong passion for Marketing and the creativity of a Gen Z, I aim to contribute my understanding and insights to the company's growth. I hope to work in the company's dynamic and creative environment, where I can continue to learn, develop practical skills, and eventually become a full-time employee with the opportunity to contribute long-term.",Generated 60M VND first-month sales | Executed 3 events with 200+ attendees | Conducted Gen Z behavior research,No LinkedIn URL provided | Missing digital marketing tool keywords | No formal internship section | No industry certifications listed | No specific software proficiencies,"Add LinkedIn and personal website URLs | List specific digital marketing tools (Google Analytics, SEO) | Include any formal marketing internship or project | Quantify achievements further with metrics | Add relevant certifications (e.g., Google Ads)",Digital Marketing | Social Media Marketing | Content Marketing | Brand Management | Event Management,Inconsistent bullet indentation | Missing company names for roles | Contact details embedded in image | Headings capitalization varies | No uniform date format,"Use +61 format for Australian phone numbers | Signal work rights or visa status if not permanent | Mention familiarity with local marketing platforms (X, LinkedIn) | Include salary expectations in AUD or range | Highlight knowledge of Australian consumer trends",2025-10-17T08:16:48,CV_MarketingIntern_NguyenThanhHoangPhuc.pdf
33,1760688955200,completed,Marketing Specialist,Entry level,0,"Aspire to build a career in Marketing by gaining practical experience across different areas of the industry. With adaptability and eagerness to learn, I aim to contribute to impactful marketing activities that create value and strengthen brand–customer connections.
• Short-term: Advance to Senior Marketing Executive, enhancing expertise in strategic campaigns and brand development.
• Long-term: Grow into a Marketing Manager specializing in branding, leading impactful initiatives that shape strong brand identities.",IMC campaign planning | Brand identity design | Event coordination,Missing LinkedIn profile | No language proficiency section | Project roles unclear | Lack of formal internship | Visa status not indicated,Add LinkedIn profile link | Include a language proficiency section | Clarify real-world internship experience | Standardize bullet style and date format | Signal visa/work rights for Australia,brand identity | IMC planning | market research | event coordination | digital marketing | audience segmentation,"Spelling error in ""PORFOLIO"" | Mixed bullet styles | Inconsistent date formats | Two-column layout hinders ATS | No LinkedIn URL",Include Australian English spelling conventions | Mention visa status or right to work in Australia | Average marketing salary in Australia: A$55–70k entry-level | Highlight proficiency in local tools like Xero or HubSpot | Keep CV to one page for Australian recruiters,2025-10-17T08:16:51,Nguyen Hoang Trieu Vy CV - Marketing Intern.pdf.pdf
40,1760688992563,craft,Marketing Specialist,Entry level,0,"Senior majoring in Branding Marketing at the University of Economics and Finance, Ho Chi Minh City. Passionate about innovation and eager to learn. Good listener, open to feedback, responsible, and committed to contributing value through creative marketing initiatives.",Successfully executed 30th-anniversary event | Led event planning & visual design | Developed personal branding channels,No LinkedIn profile link | Limited duration of professional experience | Lacks professional certifications | Missing internship details | No ATS-optimized keywords section,Add LinkedIn profile URL | Include relevant marketing certifications | Standardize date formats across sections | Detail any marketing internships or projects | Incorporate ATS keywords from job descriptions,Branding | Marketing | Event Planning | Content Creation | Visual Design | Social Media | Time Management,Inconsistent dash types in dates | No LinkedIn URL format | Bullets in Activities not ATS-friendly | Contact icons not parseable text | Mixed date formats,Use DD/MM/YYYY date format for Australia | Highlight work rights or visa status when applying | Entry-level marketing salaries are ~50-60k AUD | Australian employers value local certifications like Google Analytics | Including volunteer experience boosts local engagement profile,2025-10-17T08:17:10,"CV - LÆ°u Gia HÃ¢n,.pdf"
46,1760688997052,craft,Marketing Specialist,Entry level,2,"A detail-oriented and responsible marketing student with strong financial management and analytical skills. Experienced in budgeting, cost control, and ROI analysis for brand campaigns. Passionate about data-driven decision-making and empowering sustainable, confident beauty through marketing.",Budgeting & ROI optimization | Data-driven marketing adjustments | Creative ideation & design leadership,Lacks quantifiable achievement metrics | Missing digital analytics tool keywords | No LinkedIn profile link,"Quantify achievements with metrics (e.g., % growth) | Include digital analytics tools (e.g., Google Analytics, SEO) | Add LinkedIn profile URL in contact section | Standardize date formatting across all roles | Pursue relevant marketing certifications (e.g., Google Ads)",ROI analysis | Budgeting | Cost control | Data visualization | Financial modelling | Campaign planning | Brand storytelling,Inconsistent date placement in experience section | Skills list lacks proficiency levels | No LinkedIn or professional profile link,"Use Australian English spelling and terminology | State Australian Work Rights or visa subclass if applicable | Highlight experience with local platforms (e.g., Seek, Facebook Ads AU) | Entry-level marketing roles typically pay AUD 50k–60k annually | Mention familiarity with Australian consumer behavior and market trends",2025-10-17T08:17:12,Red and White Product Design Manager Resume.pdf
43,1760689005788,craft,Marketing Specialist,Entry level,3,"Passionate about storytelling, branding, and consumer insights, transforming ideas into impactful marketing campaigns and creating real connections with audiences.",Creative campaign development | Social media content creation | Team collaboration,No quantified achievements | Missing marketing software tools | Lacks SEO/SEM keywords | Absence of digital marketing certifications | Inconsistent section labeling,"Add quantified metrics to accomplishments | Include key marketing tools (Google Analytics, SEO) | Standardize date formats across sections | Add a concise professional summary at top | Highlight relevant certifications (Google Ads, HubSpot)",ROI | KPI | Google Analytics | SEO | SEM,Inconsistent date formatting | Mixed en dashes and hyphens in dates | Bullets inconsistent spacing | No clear section separators | Unaligned job titles and dates,"Use Australian English spelling conventions | Signal work rights or visa status on resume | Familiarity with local job platforms (Seek, LinkedIn) | Align salary expectations (Marketing Assistants AUD50-60k) | Emphasize KPI and ROI terminology",2025-10-17T08:17:15,KHÃNH NHI CHUáº¨N CV.pdf
44,1760689008868,craft,Marketing Specialist,Entry level,3,"Passionate senior marketing student specializing in brand management with hands-on event coordination and multimedia skills. Proven ability in project planning, communication, and cross-functional collaboration through multiple university-led events and club roles.",Event coordination expertise | Solid foundation in brand strategy | Multimedia content skills,Missing digital marketing tool keywords | No LinkedIn profile link | Achievements lack quantitative metrics | Inconsistent date formatting | Undefined end date for English Center role,"Add LinkedIn URL and local contact info | Include digital marketing tools (Google Analytics, SEO) | Quantify achievements with metrics | Standardize bullet and date formats | Highlight coursework and relevant projects",brand management | event coordination | communication | teamwork | video editing | photography | ROI analysis | consumer behavior,Mix of hyphens and bullets | Long paragraphs in overview section | No consistent date format (M/YYYY vs MM/YYYY) | Club and role headers inconsistent | Extracurricular section not separated,Australian employers expect LinkedIn and local phone format | Include work rights or visa status if international student | Familiarity with Google Analytics and SEO tools is valued | Standard A4 resume format and concise one-page summary preferred | Average intern salary range AU$18–22 per hour,2025-10-17T08:17:27, CV and Cover letter - Nguyá»n Thiá»n NhÃ¢n.pdf.pdf
43,1760689051039,craft,Marketing Specialist,Entry level,3,"I’m passionate about storytelling, branding, and consumer insights. I enjoy transforming ideas into impactful marketing campaigns that create real connections with audiences.",Integrated social media and e-commerce livestreaming | Led student volunteer committee for event planning | Co-founded and managed brand operations,"Lacks specific digital marketing tool keywords | No measurable performance metrics included | Missing certifications (e.g., Google Analytics) | Inconsistent date formatting across sections | No professional summary headline","Quantify achievements with metrics (e.g., % engagement growth) | Add industry tools (Google Analytics, SEO, CRM) | Include relevant marketing certifications | Standardize date formats (YYYY – YYYY) | Craft a brief professional summary or objective",social media marketing | branding strategies | livestream commerce | consumer insights | event planning,Date ranges spacing inconsistent | Skills and language sections lack proficiency levels | About Me formatting bulky | No clear section separators | Missing bullet consistency,"State Australian work rights or visa status when applying | Highlight familiarity with tools like HubSpot and Google Ads | Use Australian English spelling (e.g., organise, optimise) | Expected entry-level marketing salary: AUD 55k–65k | Emphasise local networking and event planning experience",2025-10-17T08:18:06,KHÃNH NHI CHUáº¨N CV.pdf
47,1760689141312,completed,Marketing Specialist,Entry level,2,"Marketing student with experience in event planning, social media visuals, contract management, and on-site event operations.",Event planning & execution | Social media visual design | Cross-functional collaboration,Missing location detail | No LinkedIn profile link | Inconsistent date formatting | Missing marketing metrics | No professional email domain,"Add LinkedIn profile and location at top | Use consistent MM/YYYY date format | Quantify achievements with metrics | Include relevant marketing keywords (SEO, analytics) | Adopt professional email domain",Event Management | Marketing Plans | Social Media Visuals | Contract Management | Event Operations,Inconsistent bullet spacing | Mixed date formats | No section for summary | Undefined company/time fields | Long unbroken text blocks,"Use Australian CV terminology and format | Signal visa/work rights if applicable | Entry-level marketing salary ~AUD 50-60k | Include tools like Google Analytics, Hootsuite | Highlight local digital marketing certifications",2025-10-17T08:19:42,DIEP PHAM BAO PHUC - CV.pdf
48,1760689163736,completed,Marketing Specialist,Entry level,1,"Branding major at University of Economics and Finance with hands-on customer service and event support experience at tiNi World Crescent Mall and eco-friendly market initiatives. Award-winning participant in marketing content contests, seeking a marketing internship focused on branding and creative campaigns.",Strong communication skills | Effective teamwork | Event planning & brand engagement,No marketing metrics or KPIs | Missing portfolio or project links | Lacks social media tool keywords | No English proficiency level | Objective is overly lengthy,"Quantify achievements with metrics (e.g., % growth) | Add portfolio or project URLs | Include key marketing tools (Google Analytics, SEO) | Shorten objective to 2–3 lines | Standardize date formatting (MM/YYYY)",Branding | Marketing | Teamwork | Communication | Event Planning | Customer Service,Inconsistent date formats | Long paragraph in objective | No section for portfolio link | Single-column layout may hinder ATS | Section headings vary in style,"Include right-to-work or visa status for Australia | Highlight familiarity with Australian marketing channels (e.g., LinkedIn, Facebook Ads) | Use ATS-friendly keywords: SEO, SEM, CRM | Typical marketing intern salary AU$50–60K pa | Emphasize English proficiency and local communications style",2025-10-17T08:20:01,Nguyá»n Thá» PhÆ°Æ¡ng Anh-CV.pdf
49,1760689298587,completed,Marketing Specialist,Entry level,1,"Marketing undergraduate with internship experience in market research, content creation, and KOL/KOC booking. Seeking to leverage creativity and quick learning in brand building and communication channel management.",Content creation & social media management | KOL/KOC booking coordination | Market research & brand planning,Missing quantifiable marketing metrics | Lacks mention of digital marketing tools | Education dates incomplete | No visa/work eligibility info | Inconsistent career objective formatting,"Include specific campaign metrics and KPIs | Add proficiency in digital marketing tools (e.g., Google Analytics) | Quantify achievements with numbers and outcomes | Mention visa/work eligibility for Australia roles | Use ATS-friendly formatting and remove photo",Market research | Content writing | KOL/KOC booking | Marketing planning | Fanpage management | Customer service | Branding | Project leadership | Social media,Inconsistent date formats | Mixed bullet indentation | Hard skills list alignment inconsistent | GPA line combines languages | Photo may hinder ATS parsing,"Avoid including photos on Australian resumes | List work rights or visa status explicitly | Use Australian English spelling and terminology | Highlight knowledge of local digital platforms | Typical graduate marketing salary: AU$50,000–60,000",2025-10-17T08:22:23,CV (1).pdf
50,1760689320596,craft,Marketing Specialist,Expert,22,"Experienced pharmacist with MBA and over 22 years in pharmaceutical management, clinical research, and marketing leadership across Vietnam and global projects, seeking to leverage expertise in marketing strategy and stakeholder management.","Pharmaceutical marketing and product leadership | Global clinical trial project management | Trilingual: English, French & Japanese proficiency",Missing LinkedIn profile link | Inconsistent date formats | No professional summary at top | No modern ATS keywords | Overly long CV length,Add concise professional summary at top | Standardize bullet and date formats | Include LinkedIn and professional profile | Condense CV to 2–3 pages | Highlight quantifiable marketing achievements,pharmaceutical marketing | clinical research | project management | stakeholder engagement | data collection,Inconsistent bullet styles | Mixed hyphens and bullets | Variable date formatting | Lack of clear headings | Overcrowded sections,"Use Australian English spelling conventions | Clarify visa/work right status in Australia | Include knowledge of local digital marketing tools (e.g., Google Ads) | Australian date format (DD MMM YYYY) is preferred | Typical Marketing Specialist salary AUD 70–100k p.a.",2025-10-17T08:24:30,CV - HaTRANTD.pdf
51,1760689480835,completed,Marketing Specialist,Entry level,0,"4th-year Marketing student aiming to apply academic knowledge to content marketing, design, and livestreaming. Proactive attitude and continuous learning spirit to contribute to company growth.",Proactive continuous learner | Strong content & design skills | Effective teamwork and leadership,Missing professional experience | No marketing tools keywords | No LinkedIn or portfolio link | Unquantified achievements | Limited English proficiency detail,"Include relevant internship or volunteer work with dates and responsibilities | Add marketing tool keywords (SEO, Google Analytics, CRM) for ATS | Quantify achievements with metrics (e.g., increased engagement by X%) | Provide LinkedIn profile and professional portfolio link | Detail English proficiency level and certifications",Content Marketing | Livestreaming | Design | Teamwork | Community Engagement,Inconsistent bullet indentations | Decorative fonts hinder ATS parsing | Skill bars not machine-readable | No dates for notable activities | Section headings unstructured,"Specify right to work in Australia or visa status | Use ‘Ho Chi Minh City’ instead of HCM City for international clarity | Australian employers value volunteer/community engagement details | Intern marketing roles typically expect digital tool experience (e.g., Google Ads, Canva) | Salary expectations for marketing interns in Australia range AUD45k–55k p.a.",2025-10-17T08:25:10,CV_Kiá»u Thá» Há»ng Háº¡nh_Marketing.pdf
52,1760689493510,completed,Public Relations Professional,Entry level,2,"Marketing student with hands-on PR and content creation experience in university clubs and internships; skilled in branding, design, video editing, and communications.",Co-founded S4U Media Club | Skilled in content creation & design | Experienced in video editing,No LinkedIn or online portfolio link | Lacks quantifiable achievements or metrics | Missing industry certifications | No ATS keywords for PR roles | Phone format not standard international,"Add a LinkedIn profile or online portfolio link | Include quantifiable metrics (e.g., number of events covered) | Standardize date and phone formats | List any relevant PR/marketing certifications | Incorporate ATS keywords like “public relations” and “stakeholder management”",branding management | communication content | video editing | photography | member recruitment,"Date ranges use inconsistent spacing | Phone number uses dots instead of standard format | Education details are in one block, lack separation | Bullets alignment varies between sections | No clear section divider before Experience","Highlight Australian work rights or visa status | Use Australian English spelling (e.g., ‘organisation’ vs. ‘organization’) | Include local PR associations (e.g., PRIA) if joining | Tailor examples to Australian market trends and channels | Benchmark intern salary at AU$50–60K for PR roles",2025-10-17T08:25:26,Tran Huynh Thien Phuc_CV Resume.pdf.pdf
53,1760689577258,craft,Accommodation and Hospitality Managers nec,Mid level,6,"Experienced barista with a Master of Business Information Systems, skilled in espresso preparation, customer service, stock audits, and store maintenance in both Vietnam and Australia.",Outstanding customer service approach | Initiative and adaptability | Strong organizational and time management,Missing quantified performance metrics | No career objective or summary section | Lacks specific skills section/keywords | No relevant certifications listed | Missing visa/work eligibility details,"Add a professional summary/objective at the top | Include quantifiable achievements (e.g., customers served per shift) | Use consistent date formatting and bullet points throughout | Add relevant certifications (e.g., RSA, barista training) | Create a dedicated skills section with industry keywords",espresso coffee | customer service | stock audits | store maintenance | cash balancing,No bullet formatting under Strengths and Qualities | Inconsistent date format across roles | Excessive blank lines between sections | Misplaced Strengths content under Education heading | No dedicated skills section,"Include Australian RSA or barista certifications for hospitality roles | Average barista wage in NSW is AU$25-28/hr; adjust salary expectations | Clarify visa or work rights status for Australian employers | Highlight experience with local coffee styles (flat white, long black) | Use Australian English spelling (e.g., organise, flavour)",2025-10-17T08:26:56,Thi Vuong Thanh Dang.docx
54,1760689611457,completed,Marketing Specialist,Entry level,0,"Final-year marketing student with internship and project experience in market research, content creation, and event coordination, seeking an entry-level marketing specialist role.",Effective communication & content writing | Team leadership in marketing events | Market research & data analysis,Missing LinkedIn profile link | No professional summary section | Languages proficiency not specified | No certifications or licenses listed | Contact address lacks country,Include LinkedIn and portfolio links to boost credibility | Add a professional summary aligned to the target role | Quantify achievements with metrics for all positions | Standardize date formats throughout the document | Add a language proficiency section for English,Marketing Strategy | Digital Marketing | Content Creation | Market Research | Campaign Budgeting | Event Coordination,"Inconsistent date format (e.g., 'Dec 2024' vs 'Oct 2023 – Jan 2024') | Inconsistent bullet punctuation (some end with period, some not) | Lack of section separators for Career Objective and Education | Skills section bullet indentation varies | Missing dot at end of some bullet points","Use Australian English spelling (e.g., organise, specialise) | Mention visa status or work rights for Australia | Include local certifications like Google Ads or HubSpot | Highlight familiarity with popular Australian social media platforms | Entry-level marketing salaries in Australia range around AU$50K–60K",2025-10-17T08:27:38,NGUYá»N NGá»C KIá»U DUYÃN _CV (1).pdf
55,1760689635955,craft,Content Creator (Marketing),Entry level,1,"A creative marketing student with hands-on experience in content creation, design, and visual production, aiming to craft meaningful brand experiences through storytelling.",Content creation and video production | Social media management expertise | Leadership in event planning,Missing location detail | No quantifiable metrics in achievements | Portfolio link not hyperlinked | Inconsistent dash usage in dates | Missing ATS keywords,Add location and LinkedIn URL to header | Quantify achievements with specific metrics | Use consistent date formats (YYYY–MM) | Hyperlink portfolio URL for easy access | Incorporate keywords like SEO and analytics,content creation | video production | social media management | brand communication | event planning | market research,Missing location detail | No quantifiable metrics in achievements | Portfolio link not hyperlinked | Inconsistent date dash usage | No bullet points in About Me,"Highlight Australian work rights or visa status | Use Australian English spelling (e.g., ‘organisation’) | Mention familiarity with local tools (Google Analytics) | Include LinkedIn profile link—common in AU market | Research typical marketing intern salary range in Australia",2025-10-17T08:27:58,thao nhi CV.pdf
56,1760689668723,craft,Marketing Specialist,Entry level,0,"Marketing/Brand Management student with hands-on marketing experience through campus leadership and freelance collaborations. Skilled in digital marketing, content creation, and market analysis seeking internship to drive creative marketing initiatives.",Digital content creation expertise | Market research & data analysis | Cross-functional coordination,Lack of quantified metrics | Missing marketing keywords | No section for languages | No professional summary header | Inconsistent date formatting,"Add measurable results (e.g., % growth) | Standardize date formats (MM/YYYY) | Include relevant marketing keywords | Add a languages section | Use consistent bullet styling",Digital Marketing | Content Creation | Market Research | SEO | Email Marketing | Google Analytics | Brand Management,Inconsistent date range style | Phone number format unclear | Section spacing inconsistent | Header fonts vary | Bullet styles inconsistent,Include Australian English spelling standards | Highlight work rights or visa status for Australia | List local digital marketing tools like SEMrush | Consider local internship platforms like SEEK | Align GPA presentation to Australian scale,2025-10-17T08:28:17,NguyenGiaBao-CV_Marketing InternShip.pdf.pdf
